date,ghi,temperature,cloud_cover,effective_ghi,capacity_factor,generation_mwh,ppa_price,spot_price,rec_price,curtailment_fraction,available_mwh,daily_revenue_usd,is_drift_period
2023-11-20,137.56,10.65,0.4369,95.49,0.0946,32.61,47.04,22.79,8.85,0.3,22.83,1109.78,1
2023-11-21,118.65,6.47,0.6093,68.04,0.0674,14.16,45.47,16.8,8.53,0.2355,10.83,491.55,1
2023-11-22,67.52,6.5,0.0224,66.46,0.0658,21.24,44.51,11.2,8.52,0.1398,18.27,786.28,1
2023-11-23,156.02,8.54,0.1726,137.17,0.1359,35.97,46.33,18.43,8.64,0.1716,29.79,1388.33,1
2023-11-24,50.0,2.7,0.0588,47.94,0.0475,12.27,44.03,18.89,7.17,0.2261,9.49,414.49,1
2023-11-25,118.24,0.72,0.1684,104.3,0.1033,27.49,45.41,19.44,6.84,0.1469,23.45,1042.74,1
2023-11-26,114.43,-0.19,0.4467,78.65,0.0779,17.19,44.83,23.7,7.91,0.1993,13.77,638.85,1
2023-11-27,57.93,-3.96,0.9076,21.12,0.0209,5.68,45.64,24.41,7.73,0.2474,4.28,201.06,1
2023-11-28,93.81,12.06,0.3346,71.84,0.0712,19.26,44.94,15.52,6.41,0.22,15.02,638.57,1
2023-11-29,50.0,-0.66,0.6588,26.94,0.0267,8.54,43.55,15.55,7.32,0.1814,7.0,297.06,1
2023-11-30,125.48,2.8,0.4326,87.48,0.0866,24.25,45.08,13.33,6.76,0.1118,21.54,911.22,1
2023-12-01,56.98,2.51,0.3496,43.04,0.0426,15.71,46.05,23.23,5.71,0.1832,12.83,576.38,1
2023-12-02,50.0,4.79,0.7079,25.22,0.025,11.49,44.97,27.59,8.45,0.3,8.04,387.58,1
2023-12-03,127.39,6.76,0.6465,69.74,0.0691,13.74,45.78,17.87,6.87,0.1227,12.05,533.65,1
2023-12-04,50.0,6.88,0.1787,43.75,0.0433,16.26,43.95,18.44,9.41,0.1734,13.44,614.33,1
2023-12-05,50.0,1.05,0.7106,25.13,0.0249,0.91,44.97,28.17,4.73,0.2672,0.67,29.86,1
2023-12-06,50.0,2.67,0.0087,49.69,0.0492,16.47,44.38,22.95,6.09,0.2678,12.06,531.22,1
2023-12-07,94.76,4.42,0.3166,73.76,0.073,23.19,45.75,22.73,6.84,0.3,16.23,741.45,1
2023-12-08,50.0,2.25,0.389,36.38,0.036,0.35,45.03,13.78,8.25,0.3,0.25,10.82,1
2023-12-09,161.26,9.63,0.3218,124.94,0.1237,34.49,45.69,24.42,7.31,0.3,24.14,1125.5,1
2023-12-10,50.0,5.13,0.3895,36.37,0.036,7.56,46.09,15.58,7.2,0.1095,6.73,297.16,1
2023-12-11,155.75,6.08,0.2486,128.65,0.1274,31.24,45.69,14.61,5.36,0.3,21.87,912.57,1
2023-12-12,65.77,5.76,0.3616,49.12,0.0486,20.13,45.27,19.18,5.32,0.253,15.04,643.22,1
2023-12-13,50.0,7.77,0.6029,28.9,0.0286,4.6,44.0,18.02,7.21,0.1654,3.84,166.75,1
2023-12-14,50.0,3.78,0.4573,33.99,0.0337,5.23,45.0,20.23,5.06,0.1034,4.68,199.7,1
2023-12-15,75.12,-2.15,0.7993,33.09,0.0328,9.39,44.47,13.57,6.12,0.1083,8.37,345.92,1
2023-12-16,50.0,4.62,0.4126,35.56,0.0352,13.11,44.66,27.19,7.44,0.3,9.18,430.03,1
2023-12-17,116.59,0.41,0.3558,87.55,0.0867,23.13,44.63,28.31,5.55,0.2841,16.56,749.82,1
2023-12-18,57.01,0.89,0.8903,21.48,0.0213,11.68,44.02,11.26,8.85,0.2633,8.61,370.39,1
2023-12-19,59.05,5.35,0.6331,32.88,0.0326,11.61,43.04,27.83,8.36,0.0936,10.52,492.84,1
2023-12-20,50.0,7.95,0.5207,31.78,0.0315,0.0,44.33,17.98,4.8,0.2162,0.0,0.0,1
2023-12-21,50.0,3.09,0.0967,46.62,0.0462,10.05,45.19,27.5,5.61,0.101,9.03,410.9,1
2023-12-22,68.73,4.24,0.7446,32.91,0.0326,6.15,43.65,22.5,3.89,0.2037,4.9,201.76,1
2023-12-23,50.0,9.83,0.5852,29.52,0.0292,10.43,45.02,23.22,5.8,0.1647,8.72,385.96,1
2023-12-24,50.0,4.0,0.1946,43.19,0.0428,0.0,46.9,22.2,7.78,0.1807,0.0,0.0,1
2023-12-25,96.02,13.46,0.4822,63.61,0.063,30.06,46.02,30.21,6.27,0.2605,22.23,1057.15,1
2023-12-26,62.28,5.33,0.1915,53.93,0.0534,17.34,46.64,16.66,7.39,0.2106,13.69,616.37,1
2023-12-27,50.0,-3.95,0.6955,25.66,0.0254,7.73,45.39,27.18,4.86,0.1829,6.32,282.88,1
2023-12-28,54.63,6.13,0.6944,28.07,0.0278,13.55,46.17,30.13,7.82,0.0895,12.34,606.7,1
2023-12-29,75.28,4.68,0.6896,38.94,0.0386,22.32,44.28,28.15,6.09,0.1733,18.45,840.2,1
2023-12-30,50.0,8.35,0.2897,39.86,0.0395,15.21,44.36,37.34,6.82,0.2525,11.37,557.67,1
2023-12-31,50.0,5.92,0.6268,28.06,0.0278,12.38,42.26,21.54,6.68,0.1449,10.59,452.43,1
